Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput
1,2228.2586795400384,0.45893719806763283,1,0
2,2435.8388048016864,0.45893719806763283,1,0
3,2201.858733242801,0.4181818181818182,1,0
4,2306.027239347301,0.45893719806763283,1,0
5,2161.4719241603725,0.37662337662337664,1,0
6,1989.8275063660417,0.37662337662337664,1,0
7,2098.014693935973,0.4181818181818182,1,0
8,1870.982518925271,0.37662337662337664,1,0
9,1858.433847484879,0.37662337662337664,1,0
10,1859.8715175534544,0.37662337662337664,1,0
11,1860.5047431993978,0.37662337662337664,1,0
12,1861.4821420370538,0.37662337662337664,1,0
13,1862.9193905462712,0.37662337662337664,1,0
14,1863.2908838275173,0.37662337662337664,1,0
15,1863.795631423885,0.37662337662337664,1,0
16,2955.5489884332796,0.5607843137254902,1,0
17,3619.722093661785,0.5,1,0
18,2995.5480698489887,0.5607843137254902,1,0
19,3370.9105898059283,0.5607843137254902,1,0
20,3458.883981366321,0.2874493927125506,1,0
21,3102.1830399488776,0.5607843137254902,1,0
22,3265.762854868392,0.2874493927125506,1,0
23,2847.9321910002004,0.5607843137254902,1,0
24,3240.749385248928,0.36507936507936506,1,0
25,3128.4592893483164,0.43529411764705883,1,0
26,2791.3579644533675,0.43529411764705883,1,0
27,2740.356975475603,0.2874493927125506,1,0
28,2433.6806444923072,0.36507936507936506,1,0
29,2854.949595819124,0.2874493927125506,1,0
30,2224.340833232919,0.2874493927125506,1,0
31,2129.5641724578054,0.2874493927125506,1,0
32,2351.2205816869246,0.2874493927125506,1,0
33,2697.341557426994,0.2874493927125506,1,0
34,2109.6491826021934,0.2874493927125506,1,0
35,2183.958125930893,0.2874493927125506,1,0
36,2976.1398342203315,0.36507936507936506,1,0
37,2488.4695305389937,0.2874493927125506,1,0
38,2634.4711734182956,0.36507936507936506,1,0
39,2615.7601221600216,0.43529411764705883,1,0
40,2874.3783769295446,0.5,1,0
41,3490.0284013979153,0.2874493927125506,1,0
42,2567.9185432367717,0.43529411764705883,1,0
43,2362.311122644215,0.2874493927125506,1,0
44,3330.1105694096864,0.5607843137254902,1,0
45,3521.120712833997,0.5,1,0
46,3359.779107514047,0.5607843137254902,1,0
47,3148.701310707066,0.43529411764705883,1,0
48,3332.3851541186355,0.2874493927125506,1,0
49,2143.8268338494904,0.2874493927125506,1,0
50,2991.044564153886,0.5,1,0
